iter	Logloss
258	0.5646248296
259	0.5644330454
260	0.5641507771
261	0.5638679904
262	0.5636337432
263	0.5633918567
264	0.5632220764
265	0.5628918912
266	0.5628002175
267	0.5625519988
268	0.5623976931
269	0.5620080944
270	0.5616295098
271	0.5613843683
272	0.5611962438
273	0.56098639
274	0.5608892415
275	0.5605817784
276	0.5599940705
277	0.5597845259
278	0.5595135383
279	0.5590755988
280	0.5587498976
281	0.5584115703
282	0.5580101843
283	0.5577908261
284	0.5574398028
285	0.5571812802
286	0.556957737
287	0.5566764956
288	0.5565155653
289	0.5562779074
290	0.5556445716
291	0.5554936347
292	0.5552218995
293	0.555017477
294	0.5548056792
295	0.5544145308
296	0.5541995026
297	0.5539376487
298	0.5538082284
299	0.5534478557
300	0.5531424048
301	0.5528442423
302	0.552717849
303	0.5524398246
304	0.551966679
305	0.5516717927
306	0.5514530371
307	0.5512584941
308	0.5509977507
309	0.5508656454
310	0.5504287075
311	0.5502088035
312	0.5498750144
313	0.5497160774
314	0.5492957857
315	0.5486848158
316	0.5485389656
317	0.5482479548
318	0.54783999
319	0.5474729451
320	0.54721638
321	0.5469769095
322	0.5467008929
323	0.5463880174
324	0.5462312842
325	0.5461419624
326	0.5457970681
327	0.5456529065
328	0.5454790094
329	0.5451252744
330	0.5450107139
331	0.5448163141
332	0.5446114558
333	0.5443550043
334	0.5441863148
335	0.544034016
336	0.5438219606
337	0.5437302297
338	0.5434775955
339	0.5431871528
340	0.5429160005
341	0.5426896797
342	0.5425050014
343	0.5424331252
344	0.5420649056
345	0.5419725787
346	0.5418347548
347	0.5416093501
348	0.54148741
349	0.5411136364
350	0.5409810818
351	0.5406898906
352	0.5403204222
353	0.5401096951
354	0.5397140251
355	0.539529307
356	0.5392299441
357	0.5390604892
358	0.538915373
359	0.5385945289
360	0.5383920525
361	0.5382434191
362	0.5379459622
363	0.5376782522
364	0.5373008784
365	0.5370446806
366	0.5368218479
367	0.536529972
368	0.5363898282
369	0.536050035
370	0.5359087479
371	0.5358331601
372	0.5356118509
373	0.5354989226
374	0.5352315632
375	0.535015211
376	0.5346267498
377	0.5344437369
378	0.5342014259
379	0.5340498267
380	0.5337303842
381	0.5334554937
382	0.5333182978
383	0.5330094007
384	0.532749817
385	0.5325160703
386	0.532392563
387	0.5321106828
388	0.5319376992
389	0.5316723201
390	0.5314983828
391	0.5312813175
392	0.5310849117
393	0.530680284
394	0.5305143765
395	0.5302886277
396	0.5301307532
397	0.5299729803
398	0.5296945594
399	0.5294777421
400	0.5292409235
401	0.529003859
402	0.5288659867
403	0.5284518855
404	0.5282724122
405	0.5280366699
406	0.5276993871
407	0.5275994513
408	0.5273950148
409	0.5272127591
410	0.5269446054
411	0.5268365856
412	0.5267098168
413	0.5264492498
414	0.5263105578
415	0.5260788054
416	0.5259085295
417	0.5256381554
418	0.5255339373
419	0.5253120386
420	0.5252066785
421	0.5250538208
422	0.5245773832
423	0.5243490546
424	0.5239727432
425	0.5237853855
426	0.5234095788
427	0.5232529522
428	0.5231065619
429	0.5230160205
430	0.5228999718
431	0.5227694101
432	0.5226552408
433	0.5224653784
434	0.522090528
435	0.5218859466
436	0.521618975
437	0.5215437858
438	0.5210756758
439	0.5208652386
440	0.5207278715
441	0.520590139
442	0.5201458341
443	0.5200375615
444	0.5198985543
445	0.5198497929
446	0.5196329019
447	0.5193552608
448	0.519150951
449	0.5189518046
450	0.5188067671
451	0.5185803358
452	0.5183069553
453	0.5180617038
454	0.5176175938
455	0.517494689
456	0.5172202814
457	0.5166187588
458	0.5163664407
459	0.5161015861
460	0.5159769115
461	0.5157676529
462	0.5153407269
463	0.5151952562
464	0.5150016852
465	0.514857359
466	0.514733608
467	0.5144548407
468	0.5142433975
469	0.5141091967
470	0.5139476109
471	0.5137999682
472	0.5136478135
473	0.5135263021
474	0.5133774529
475	0.5132340608
476	0.5130710204
477	0.5129765504
478	0.5128589013
479	0.5126249423
480	0.5123104228
481	0.5120931742
482	0.5119574048
483	0.5117401011
484	0.5115054352
485	0.5113035475
486	0.5111707117
487	0.5109594571
488	0.5106935868
489	0.5105105534
490	0.5102958037
491	0.5101034419
492	0.5098691956
493	0.5097476772
494	0.509581568
495	0.5094397094
496	0.5090070596
497	0.5087852888
498	0.5086259955
499	0.5084777878
500	0.5083807921
501	0.5081705724
502	0.5077763289
503	0.5074966006
504	0.5073795873
505	0.5070966487
506	0.5070120018
507	0.5069016485
508	0.5066116485
509	0.5064090761
510	0.5060707003
511	0.5056697039
512	0.5053014349
513	0.5050428979
514	0.5048605225
515	0.5047973862
516	0.5046771939
517	0.5043425979
518	0.504064894
519	0.5038910585
520	0.503651932
521	0.5032541433
522	0.5031477449
523	0.5030668533
524	0.5028093555
525	0.502486315
526	0.5022751565
527	0.5020509543
528	0.5018183753
529	0.5015855202
530	0.5014788773
531	0.5013617334
532	0.5012094992
533	0.5011253571
534	0.5010024322
535	0.5006760154
536	0.5005128327
537	0.5002708723
538	0.5001646678
539	0.4999354025
540	0.4997125685
541	0.4995919606
542	0.4993917802
543	0.4991479771
544	0.4990308307
545	0.4989130004
546	0.4988370754
547	0.4986100516
548	0.4982951168
549	0.4979757429
550	0.4978538302
551	0.4977492736
552	0.4975586134
553	0.497392154
554	0.4970893816
555	0.4969508163
556	0.496791985
557	0.4966459379
558	0.4963617744
559	0.496203861
560	0.4959505443
561	0.4956564052
562	0.4955001921
563	0.4954389277
564	0.4953454453
565	0.4951618914
566	0.4950632695
567	0.4949528743
568	0.4948201717
569	0.4944391962
570	0.4943643883
571	0.4942314214
572	0.4940409403
573	0.4938687593
574	0.4937274967
575	0.4936607294
576	0.4934314061
577	0.4932531708
578	0.4931175076
579	0.4928869642
580	0.4924465178
581	0.4922316786
582	0.492117763
583	0.4920495128
584	0.4917737997
585	0.4915858381
586	0.4914971542
587	0.4913213139
588	0.4912400591
589	0.4910249592
590	0.4909496569
591	0.4908118864
592	0.4906262945
593	0.4905135557
594	0.4903280879
595	0.4901991642
596	0.4900814657
597	0.4899504145
598	0.4897782715
599	0.4896296616
600	0.4895073678
601	0.4893744424
602	0.4892857935
603	0.4891662619
604	0.4891032435
605	0.4889944399
606	0.4887148928
607	0.4886024876
608	0.4884443301
609	0.4882868568
610	0.488116467
611	0.4878716469
612	0.4877869415
613	0.4876225126
614	0.4874893296
615	0.4874108641
616	0.4873096362
617	0.4871630114
618	0.4870006615
619	0.48685714
620	0.4867060665
621	0.4864846739
622	0.486378044
623	0.486236988
624	0.4860430323
625	0.4859004981
626	0.4857507438
627	0.4854868074
628	0.4853084437
629	0.4852425183
630	0.4851743306
631	0.4850057739
632	0.4848728442
633	0.484694639
634	0.4845116885
635	0.4840267006
636	0.4838119697
637	0.4836287555
638	0.4834515699
639	0.4832274298
640	0.4831731695
641	0.4831046862
642	0.4829034342
643	0.4827969131
644	0.4826519699
645	0.4825778243
646	0.4823561007
647	0.4822674998
648	0.4820989436
649	0.4819998147
650	0.4819242365
651	0.4817388363
652	0.4816431047
653	0.4815970323
654	0.4815158106
655	0.4814383848
656	0.4812704168
657	0.4812054058
658	0.4809702744
659	0.4808429711
660	0.4807602272
661	0.4806618581
662	0.4804265049
663	0.4802544423
664	0.480155847
665	0.479892632
666	0.4797541436
667	0.4795835656
668	0.4795019531
669	0.4792733306
670	0.4791559422
671	0.4790490874
672	0.4789153128
673	0.4787757314
674	0.4785374019
675	0.4784414035
676	0.4782730153
677	0.4781011103
678	0.4779033399
679	0.4777873947
680	0.4775829241
681	0.4772121924
682	0.4771140539
683	0.4770790631
684	0.4769818674
685	0.4768500739
686	0.4767292939
687	0.4766485054
688	0.4765164673
689	0.4763058367
690	0.4761811145
691	0.4758713302
692	0.4757252792
693	0.4756826577
694	0.4755949468
695	0.4754819992
696	0.4753365442
697	0.4751113675
698	0.4747619149
699	0.4746156481
700	0.4745103675
701	0.4743448308
702	0.4740532353
703	0.4738006391
704	0.4736730926
705	0.4735239294
706	0.473351462
707	0.4731841607
708	0.4730913766
709	0.4729198916
710	0.4728077323
711	0.4726864309
712	0.4726322828
713	0.4724428003
714	0.4723798543
715	0.472252551
716	0.4720746921
717	0.4719768487
718	0.4719227884
719	0.4718547806
720	0.4717686761
721	0.4715507926
722	0.4713752086
723	0.4712772369
724	0.4711849021
725	0.4709097461
726	0.4708485079
727	0.4706843794
728	0.4705806137
729	0.4704222736
730	0.4701894666
731	0.4700792941
732	0.4699625026
733	0.4698877483
734	0.4698077314
735	0.469697137
736	0.4695211448
737	0.4693306968
738	0.4691900303
739	0.4690218312
740	0.4687768203
741	0.4685900163
742	0.468433898
743	0.4681693193
744	0.4680306034
745	0.4679168375
746	0.467727641
747	0.4675683311
748	0.4672709568
749	0.4671612144
750	0.4669929704
751	0.4668592289
752	0.4667626497
753	0.466603756
754	0.4664717341
755	0.4661744746
756	0.4659643955
757	0.4656686783
758	0.4655416855
759	0.4652375018
760	0.4651182746
761	0.46498291
762	0.4648691254
763	0.4647163135
764	0.4646337644
765	0.4645108006
766	0.4642759544
767	0.4641363878
768	0.464032891
769	0.463792638
770	0.4636965759
771	0.4634866195
772	0.463368408
773	0.4631969924
774	0.46307706
775	0.4628599873
776	0.4627070427
777	0.4625684617
778	0.4624068789
779	0.4622140983
780	0.4621266288
781	0.4619052327
782	0.4618460822
783	0.4617486856
784	0.4615729087
785	0.4612922332
786	0.461047014
787	0.4609512977
788	0.4608590088
789	0.4606890469
790	0.4605442058
791	0.460362816
792	0.4601837934
793	0.4600861963
794	0.4600205395
795	0.4599513099
796	0.4598409601
797	0.4596987338
798	0.4595246293
799	0.4592914856
800	0.4592038629
801	0.4589878784
802	0.4588670176
803	0.458697802
804	0.4585953986
805	0.4584588018
806	0.4582423994
807	0.4580574852
808	0.4578137537
809	0.4577095963
810	0.4575212041
811	0.4573974937
812	0.4573363926
813	0.4572280453
814	0.4571265834
815	0.4570340438
816	0.4569282226
817	0.4567776049
818	0.4566772412
819	0.4565437006
820	0.4563592419
821	0.4561554172
822	0.455875529
823	0.4558009263
824	0.4555595982
825	0.4554420535
826	0.455335707
827	0.4552514492
828	0.4552012306
829	0.4550337975
830	0.4549709908
831	0.4548312762
832	0.4547760377
833	0.454610594
834	0.4545554704
835	0.4544942017
836	0.4543636439
837	0.4541804559
838	0.4541261104
839	0.4540392693
840	0.453943143
841	0.4538930864
842	0.4536261842
843	0.4534752181
844	0.4533094683
845	0.4530515265
846	0.4527427679
847	0.4525606038
848	0.4524751378
849	0.4523180789
850	0.4522266598
851	0.451886567
852	0.4517363288
853	0.451660785
854	0.4515246441
855	0.4513634814
856	0.4510135755
857	0.4508572127
858	0.4507737937
859	0.4506637212
860	0.4504744461
861	0.4501016083
862	0.4499501776
863	0.4498384208
864	0.4496794363
865	0.4494199255
866	0.4492771778
867	0.4491298692
868	0.4489467589
869	0.4487519627
870	0.4486186701
871	0.4485026048
872	0.448423073
873	0.4483164431
874	0.4480577148
875	0.4478545093
876	0.4475618081
877	0.447379903
878	0.4471991516
879	0.4469793581
880	0.446880855
881	0.4467143397
882	0.4466273475
883	0.4465171426
884	0.4462977054
885	0.4459978408
886	0.4458521862
887	0.4455894751
888	0.4454384846
889	0.4453422434
890	0.4451701218
891	0.4448413731
892	0.4446037401
893	0.4443997621
894	0.4442460616
895	0.4439744347
896	0.4438886966
897	0.4434646591
898	0.443299931
899	0.4432049977
900	0.4429287138
901	0.4428008769
902	0.4425722457
903	0.4424140772
904	0.4419124048
905	0.4417412207
906	0.4415559511
907	0.4414736163
908	0.4413579405
909	0.4411655018
910	0.4411208826
911	0.4409775546
912	0.4408583126
913	0.4408009498
914	0.4406768359
915	0.4405485815
916	0.4404926597
917	0.4403939976
918	0.440126268
919	0.4398697685
920	0.4396977704
921	0.4395607369
922	0.4394605339
923	0.4392700571
924	0.4389603496
925	0.4388134252
926	0.4385718614
927	0.4384137178
928	0.4383248597
929	0.4380476641
930	0.4378980625
931	0.437812813
932	0.4376709208
933	0.4374725998
934	0.4373536542
935	0.4371665297
936	0.4370542926
937	0.4369489548
938	0.4369027436
939	0.4366416761
940	0.4364159225
941	0.4363261064
942	0.4361851276
943	0.4360221725
944	0.4359064203
945	0.435812324
946	0.4356804409
947	0.435486163
948	0.435161319
949	0.4350263937
950	0.434894391
951	0.4347416097
952	0.4345960071
953	0.4344710304
954	0.4342045369
955	0.4340296735
956	0.4338946356
957	0.4338168644
958	0.4337132147
959	0.4335395862
960	0.4332628944
961	0.4331550559
962	0.4329458877
963	0.4328811247
964	0.4326648232
965	0.4325791375
966	0.4325036313
967	0.4323413079
968	0.4321879755
969	0.4318229388
970	0.4315570628
971	0.4314143723
972	0.4311010676
973	0.4307962966
974	0.4305419022
975	0.4302799007
976	0.4302073442
977	0.4300835373
978	0.4298956442
979	0.4297764812
980	0.4296355213
981	0.4294221576
982	0.4291580217
983	0.4288624211
984	0.4287620176
985	0.4286750524
986	0.4284636215
987	0.4282946713
988	0.428177172
989	0.428014188
990	0.4279298232
991	0.4277630765
992	0.4276692684
993	0.4274819255
994	0.4271665951
995	0.4269625691
996	0.4268175508
997	0.4266970599
998	0.4265338222
999	0.4263835054
