iter	Passed	Remaining
522	2632	2400
523	2637	2395
524	2641	2389
525	2646	2384
526	2650	2379
527	2655	2373
528	2660	2368
529	2665	2363
530	2669	2358
531	2674	2352
532	2679	2347
533	2684	2342
534	2689	2337
535	2694	2332
536	2698	2326
537	2703	2321
538	2708	2316
539	2713	2311
540	2717	2305
541	2723	2301
542	2728	2296
543	2733	2290
544	2738	2286
545	2743	2280
546	2748	2275
547	2752	2270
548	2757	2265
549	2762	2260
550	2767	2254
551	2772	2249
552	2776	2244
553	2781	2239
554	2786	2234
555	2791	2228
556	2795	2222
557	2798	2216
558	2803	2211
559	2808	2206
560	2813	2201
561	2818	2196
562	2824	2192
563	2829	2187
564	2834	2182
565	2840	2178
566	2845	2173
567	2850	2168
568	2856	2163
569	2860	2158
570	2866	2153
571	2871	2148
572	2876	2143
573	2881	2138
574	2885	2133
575	2890	2127
576	2896	2123
577	2901	2118
578	2906	2113
579	2911	2108
580	2915	2102
581	2920	2097
582	2925	2092
583	2930	2087
584	2935	2082
585	2941	2077
586	2946	2073
587	2951	2068
588	2956	2063
589	2961	2058
590	2966	2053
591	2971	2048
592	2977	2043
593	2982	2038
594	2988	2033
595	2993	2028
596	3004	2028
597	3009	2023
598	3015	2018
599	3020	2013
600	3026	2009
601	3032	2004
602	3037	1999
603	3042	1994
604	3047	1989
605	3052	1984
606	3057	1979
607	3061	1973
608	3066	1968
609	3072	1964
610	3075	1958
611	3080	1953
612	3085	1947
613	3090	1942
614	3095	1938
615	3101	1933
616	3106	1928
617	3111	1923
618	3116	1918
619	3122	1913
620	3128	1909
621	3133	1904
622	3138	1899
623	3145	1895
624	3150	1890
625	3156	1885
626	3162	1881
627	3167	1876
628	3173	1871
629	3179	1867
630	3185	1862
631	3190	1858
632	3196	1853
633	3201	1848
634	3207	1843
635	3213	1838
636	3217	1833
637	3223	1828
638	3228	1823
639	3233	1818
640	3235	1812
641	3240	1807
642	3245	1801
643	3249	1796
644	3253	1790
645	3256	1784
646	3260	1778
647	3265	1773
648	3270	1768
649	3275	1763
650	3280	1758
651	3285	1753
652	3290	1748
653	3295	1743
654	3300	1738
655	3305	1733
656	3309	1727
657	3314	1722
658	3319	1717
659	3324	1712
660	3329	1707
661	3334	1702
662	3340	1697
663	3345	1692
664	3350	1687
665	3355	1682
666	3360	1677
667	3365	1672
668	3370	1667
669	3375	1662
670	3380	1657
671	3385	1652
672	3390	1647
673	3395	1642
674	3400	1637
675	3405	1632
676	3410	1627
677	3415	1622
678	3420	1617
679	3425	1611
680	3430	1606
681	3435	1601
682	3438	1596
683	3443	1591
684	3448	1585
685	3454	1581
686	3459	1576
687	3464	1571
688	3469	1566
689	3474	1560
690	3478	1555
691	3483	1550
692	3488	1545
693	3493	1540
694	3497	1534
695	3502	1529
696	3507	1524
697	3512	1519
698	3518	1515
699	3523	1509
700	3527	1504
701	3532	1499
702	3537	1494
703	3541	1489
704	3546	1483
705	3551	1478
706	3556	1473
707	3561	1468
708	3566	1463
709	3570	1458
710	3575	1453
711	3579	1447
712	3583	1442
713	3588	1437
714	3592	1432
715	3597	1427
716	3602	1421
717	3607	1416
718	3611	1411
719	3616	1406
720	3620	1401
721	3625	1395
722	3630	1390
723	3634	1385
724	3638	1380
725	3644	1375
726	3648	1370
727	3653	1364
728	3658	1359
729	3662	1354
730	3667	1349
731	3672	1344
732	3676	1339
733	3681	1334
734	3686	1329
735	3691	1323
736	3696	1318
737	3699	1313
738	3704	1308
739	3709	1303
740	3713	1298
741	3718	1292
742	3723	1287
743	3728	1282
744	3733	1277
745	3738	1272
746	3743	1267
747	3747	1262
748	3752	1257
749	3757	1252
750	3762	1247
751	3767	1242
752	3772	1237
753	3777	1232
754	3781	1227
755	3786	1222
756	3791	1217
757	3796	1212
758	3801	1206
759	3805	1201
760	3810	1196
761	3815	1191
762	3820	1186
763	3825	1181
764	3829	1176
765	3834	1171
766	3840	1166
767	3845	1161
768	3850	1156
769	3855	1151
770	3860	1146
771	3865	1141
772	3870	1136
773	3874	1131
774	3879	1126
775	3884	1121
776	3889	1116
777	3894	1111
778	3898	1106
779	3904	1101
780	3908	1096
781	3913	1090
782	3918	1085
783	3923	1080
784	3928	1075
785	3933	1070
786	3938	1065
787	3942	1060
788	3948	1055
789	3953	1050
790	3957	1045
791	3963	1040
792	3967	1035
793	3972	1030
794	3977	1025
795	3982	1020
796	3987	1015
797	3992	1010
798	3996	1005
799	4001	1000
800	4006	995
801	4011	990
802	4016	985
803	4021	980
804	4026	975
805	4031	970
806	4035	965
807	4040	960
808	4045	955
809	4050	950
810	4055	945
811	4060	940
812	4065	935
813	4073	930
814	4080	926
815	4087	921
816	4091	916
817	4096	911
818	4101	906
819	4106	901
820	4111	896
821	4115	891
822	4121	886
823	4128	881
824	4133	876
825	4138	871
826	4143	866
827	4147	861
828	4152	856
829	4157	851
830	4162	846
831	4166	841
832	4172	836
833	4176	831
834	4181	826
835	4185	821
836	4190	816
837	4195	811
838	4199	805
839	4204	800
840	4209	795
841	4212	790
842	4216	785
843	4221	780
844	4226	775
845	4230	770
846	4236	765
847	4240	760
848	4245	755
849	4251	750
850	4256	745
851	4261	740
852	4281	737
853	4288	733
854	4296	728
855	4304	724
856	4310	719
857	4316	714
858	4323	709
859	4328	704
860	4334	699
861	4339	694
862	4343	689
863	4347	684
864	4351	679
865	4356	674
866	4360	668
867	4365	663
868	4369	658
869	4373	653
870	4378	648
871	4382	643
872	4387	638
873	4391	633
874	4395	627
875	4400	622
876	4405	617
877	4409	612
878	4414	607
879	4419	602
880	4423	597
881	4428	592
882	4434	587
883	4438	582
884	4443	577
885	4447	572
886	4452	567
887	4456	562
888	4461	557
889	4466	551
890	4470	546
891	4475	541
892	4479	536
893	4484	531
894	4488	526
895	4493	521
896	4498	516
897	4503	511
898	4508	506
899	4513	501
900	4517	496
901	4522	491
902	4527	486
903	4531	481
904	4536	476
905	4540	471
906	4545	466
907	4550	461
908	4555	456
909	4560	450
910	4564	445
911	4569	440
912	4573	435
913	4578	430
914	4583	425
915	4587	420
916	4592	415
917	4597	410
918	4602	405
919	4607	400
920	4612	395
921	4617	390
922	4623	385
923	4629	380
924	4635	375
925	4640	370
926	4646	365
927	4652	360
928	4658	356
929	4663	351
930	4668	346
931	4674	341
932	4679	336
933	4685	331
934	4691	326
935	4696	321
936	4702	316
937	4708	311
938	4713	306
939	4719	301
940	4724	296
941	4730	291
942	4735	286
943	4741	281
944	4747	276
945	4751	271
946	4756	266
947	4761	261
948	4766	256
949	4771	251
950	4776	246
951	4782	241
952	4787	236
953	4792	231
954	4796	226
955	4801	221
956	4807	215
957	4811	210
958	4816	205
959	4835	201
960	4842	196
961	4849	191
962	4856	186
963	4862	181
964	4870	176
965	4877	171
966	4882	166
967	4888	161
968	4893	156
969	4899	151
970	4906	146
971	4912	141
972	4918	136
973	4923	131
974	4927	126
975	4932	121
976	4936	116
977	4940	111
978	4945	106
979	4949	101
980	4953	95
981	4958	90
982	4962	85
983	4966	80
984	4971	75
985	4975	70
986	4979	65
987	4984	60
988	4988	55
989	4992	50
990	4996	45
991	5001	40
992	5005	35
993	5010	30
994	5014	25
995	5019	20
996	5024	15
997	5028	10
998	5033	5
999	5038	0
