Name,SMILES,Type,CAS,MeltingPoint,BoilingPoint,LHV,FlashPoint,Density,OC,MolWt,LFL,UFL
3-Ethyloxane,CCC1CCCOC1,not biofuel,CCC1CCCOC1,114.188,114.104465068,114.188,114.188,114.188,114.188,114.188,114.188,114.188
4-Ethyloxane,CCC1CCOCC1,not biofuel,CCC1CCOCC1,114.188,114.104465068,114.188,114.188,114.188,114.188,114.188,114.188,114.188
"2,6-Dimethyloxane",CC1CCCC(C)O1,not biofuel,CC1CCCC(C)O1,114.18799999999999,114.104465068,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999
"2,3,5-Trimethyltetrahydrofuran",CC1CC(C)C(C)O1,not biofuel,CC1CC(C)C(C)O1,114.18799999999999,114.104465068,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999
2-Propyltetrahydrofuran,CCCC1CCCO1,not biofuel,CCCC1CCCO1,114.188,114.104465068,114.188,114.188,114.188,114.188,114.188,114.188,114.188
2-Propyloxane,CCCC1CCCCO1,not biofuel,CCCC1CCCCO1,128.215,128.120115132,128.215,128.215,128.215,128.215,128.215,128.215,128.215
"2,3,4,5-Tetramethyltetrahydrofuran",CC1OC(C)C(C)C1C,not biofuel,CC1OC(C)C(C)C1C,128.21499999999997,128.120115132,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997
2-Isobutyltetrahydrofuran,CC(C)CC1CCCO1,not biofuel,CC(C)CC1CCCO1,128.215,128.120115132,128.215,128.215,128.215,128.215,128.215,128.215,128.215
"2,5-Dimethoxytetrahydrofuran",COC1CCC(OC)O1,not biofuel,COC1CCC(OC)O1,132.159,132.078644244,132.159,132.159,132.159,132.159,132.159,132.159,132.159
"2,5-Dimethoxy-2,5-dihydrofuran",COC1C=CC(OC)O1,not biofuel,COC1C=CC(OC)O1,130.143,130.06299418,130.143,130.143,130.143,130.143,130.143,130.143,130.143
"2,3-Dimethyltetrahydrofuran",CC1CCOC1C,not biofuel,CC1CCOC1C,100.16099999999999,100.088815004,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999
"2,5-Dimethyltetrahydrofuran",CC1CCC(C)O1,not biofuel,CC1CCC(C)O1,100.16099999999999,100.088815004,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999
"2,4-Dimethyltetrahydrofuran",CC1COC(C)C1,not biofuel,CC1COC(C)C1,100.16099999999999,100.088815004,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999,100.16099999999999
2-Ethyltetrahydrofuran,CCC1CCCO1,not biofuel,CCC1CCCO1,100.161,100.088815004,100.161,100.161,100.161,100.161,100.161,100.161,100.161
2-Methoxypropane,COC(C)C,not biofuel,COC(C)C,74.123,74.07316494,74.123,74.123,74.123,74.123,74.123,74.123,74.123
2-Methoxy-2-methylpropane,COC(C)(C)C,not biofuel,COC(C)(C)C,88.14999999999999,88.088815004,88.14999999999999,88.14999999999999,88.14999999999999,88.14999999999999,88.14999999999999,88.14999999999999,88.14999999999999
tert-Amyl methylether,CCC(C)(C)OC,not biofuel,CCC(C)(C)OC,102.17699999999998,102.104465068,102.17699999999998,102.17699999999998,102.17699999999998,102.17699999999998,102.17699999999998,102.17699999999998,102.17699999999998
2-Propoxypropane,CCCOC(C)C,not biofuel,CCCOC(C)C,102.17699999999998,102.104465068,102.17699999999998,102.17699999999998,102.17699999999998,102.17699999999998,102.17699999999998,102.17699999999998,102.17699999999998
2-Isopropoxypropane,CC(C)OC(C)C,not biofuel,CC(C)OC(C)C,102.17699999999999,102.104465068,102.17699999999999,102.17699999999999,102.17699999999999,102.17699999999999,102.17699999999999,102.17699999999999,102.17699999999999
tert-Amyl ethylether,CCOC(C)(C)CC,not biofuel,CCOC(C)(C)CC,116.204,116.120115132,116.204,116.204,116.204,116.204,116.204,116.204,116.204
"1,1-Dimethylethyl 2-methylpropanoate",CC(C)C(=O)OC(C)(C)C,not biofuel,CC(C)C(=O)OC(C)(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"2,2-Dimethylpropyl propanoate",CCC(=O)OCC(C)(C)C,not biofuel,CCC(=O)OCC(C)(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"1,3-Dimethylbutyl acetate",CC(=O)OC(C)CC(C)C,not biofuel,CC(=O)OC(C)CC(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"2,3-Dimethylbutyl acetate",CC(=O)OCC(C)C(C)C,not biofuel,CC(=O)OCC(C)C(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"1,1,2-Trimethylpropyl acetate",CC(=O)OC(C)(C)C(C)C,not biofuel,CC(=O)OC(C)(C)C(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"1,2,2-Trimethylpropyl acetate",CC(=O)OC(C)C(C)(C)C,not biofuel,CC(=O)OC(C)C(C)(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
2-Methylpentyl formate,CCCC(C)COC=O,not biofuel,CCCC(C)COC=O,130.18699999999998,130.099379688,130.18699999999998,130.18699999999998,130.18699999999998,130.18699999999998,130.18699999999998,130.18699999999998,130.18699999999998
"Methyl 2,2-dimethylpentanoate",CCCC(C)(C)C(=O)OC,not biofuel,CCCC(C)(C)C(=O)OC,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"Methyl 3,3-dimethylpentanoate",CCC(C)(C)CC(=O)OC,not biofuel,CCC(C)(C)CC(=O)OC,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"Ethyl 3,3-dimethylbutanoate",CCOC(=O)CC(C)(C)C,not biofuel,CCOC(=O)CC(C)(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"Ethyl 2,3-dimethylbutanoate",CCOC(=O)C(C)C(C)C,not biofuel,CCOC(=O)C(C)C(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
1-Methylpropyl 2-methylpropanoate,CCC(C)OC(=O)C(C)C,not biofuel,CCC(C)OC(=O)C(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"Methyl 2,3-dimethylpentanoate",CCC(C)C(C)C(=O)OC,not biofuel,CCC(C)C(C)C(=O)OC,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"Methyl 2,4-dimethylpentanoate",COC(=O)C(C)CC(C)C,not biofuel,COC(=O)C(C)CC(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"Methyl 3,4-dimethylpentanoate",COC(=O)CC(C)C(C)C,not biofuel,COC(=O)CC(C)C(C)C,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"Ethyl 2,2-dimethylbutanoate",CCOC(=O)C(C)(C)CC,not biofuel,CCOC(=O)C(C)(C)CC,144.21399999999997,144.115029752,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997,144.21399999999997
"2,2-Dimethylcyclohexanone",CC1(C)CCCCC1=O,not biofuel,CC1(C)CCCCC1=O,126.199,126.104465068,126.199,126.199,126.199,126.199,126.199,126.199,126.199
"3,3-Dimethylcyclohexanone",CC1(C)CCCC(=O)C1,not biofuel,CC1(C)CCCC(=O)C1,126.199,126.104465068,126.199,126.199,126.199,126.199,126.199,126.199,126.199
"4,4-Dimethylcyclohexanone",CC1(C)CCC(=O)CC1,not biofuel,CC1(C)CCC(=O)CC1,126.199,126.104465068,126.199,126.199,126.199,126.199,126.199,126.199,126.199
"2,3-Dimethylcyclohexanone",CC1CCCC(=O)C1C,not biofuel,CC1CCCC(=O)C1C,126.19899999999998,126.104465068,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998
"2,4-Dimethylcyclohexanone",CC1CCC(=O)C(C)C1,not biofuel,CC1CCC(=O)C(C)C1,126.19899999999998,126.104465068,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998
"2,5-Dimethylcyclohexanone",CC1CCC(C)C(=O)C1,not biofuel,CC1CCC(C)C(=O)C1,126.19899999999998,126.104465068,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998,126.19899999999998
"3,4,4-Trimethyl-2-pentanone",CC(=O)C(C)C(C)(C)C,not biofuel,CC(=O)C(C)C(C)(C)C,128.21499999999997,128.120115132,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997
"2,2,4-Trimethyl-3-pentanone",CC(C)C(=O)C(C)(C)C,not biofuel,CC(C)C(=O)C(C)(C)C,128.21499999999997,128.120115132,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997
"2,4-Dimethyl-3-hexanone",CCC(C)C(=O)C(C)C,not biofuel,CCC(C)C(=O)C(C)C,128.21499999999997,128.120115132,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997
"2,5-Dimethyl-3-hexanone",CC(C)CC(=O)C(C)C,not biofuel,CC(C)CC(=O)C(C)C,128.21499999999997,128.120115132,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997
"4,5-Dimethyl-3-hexanone",CCC(=O)C(C)C(C)C,not biofuel,CCC(=O)C(C)C(C)C,128.21499999999997,128.120115132,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997,128.21499999999997
"3,3-Dimethyl-2-pentanone",CCC(C)(C)C(C)=O,not biofuel,CCC(C)(C)C(C)=O,114.18799999999997,114.104465068,114.18799999999997,114.18799999999997,114.18799999999997,114.18799999999997,114.18799999999997,114.18799999999997,114.18799999999997
"4,4-Dimethyl-2-pentanone",CC(=O)CC(C)(C)C,not biofuel,CC(=O)CC(C)(C)C,114.18799999999999,114.104465068,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999
"3,4-Dimethyl-2-pentanone",CC(=O)C(C)C(C)C,not biofuel,CC(=O)C(C)C(C)C,114.18799999999999,114.104465068,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999
"2,4-Dimethyl-3-pentanone",CC(C)C(=O)C(C)C,not biofuel,CC(C)C(=O)C(C)C,114.18799999999997,114.104465068,114.18799999999997,114.18799999999997,114.18799999999997,114.18799999999997,114.18799999999997,114.18799999999997,114.18799999999997
3-Ethyl-2-pentanone,CCC(CC)C(C)=O,not biofuel,CCC(CC)C(C)=O,114.18799999999999,114.104465068,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999,114.18799999999999
3-Hexanol,CCCC(O)CC,not biofuel,CCCC(O)CC,102.17699999999999,102.104465068,102.17699999999999,102.17699999999999,102.17699999999999,102.17699999999999,102.17699999999999,102.17699999999999,102.17699999999999
"2,2-Dimethylpentanol",CCCC(C)(C)CO,not biofuel,CCCC(C)(C)CO,116.20399999999998,116.120115132,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998
"3,3-Dimethylpentanol",CCC(C)(C)CCO,not biofuel,CCC(C)(C)CCO,116.20399999999998,116.120115132,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998
"4,4-Dimethylpentanol",CC(C)(C)CCCO,not biofuel,CC(C)(C)CCCO,116.204,116.120115132,116.204,116.204,116.204,116.204,116.204,116.204,116.204
"2,3,3-Trimethylbutanol",CC(CO)C(C)(C)C,not biofuel,CC(CO)C(C)(C)C,116.204,116.120115132,116.204,116.204,116.204,116.204,116.204,116.204,116.204
2-Methyl-2-hexanol,CCCCC(C)(C)O,not biofuel,CCCCC(C)(C)O,116.20399999999998,116.120115132,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998
3-Methyl-3-hexanol,CCCC(C)(O)CC,not biofuel,CCCC(C)(O)CC,116.20399999999998,116.120115132,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998,116.20399999999998
2-Phenylpentane,CCCC(C)c1ccccc1,not biofuel,CCCC(C)c1ccccc1,148.249,148.125200512,148.249,148.249,148.249,148.249,148.249,148.249,148.249
tert-Amylbenzene,CCC(C)(C)c1ccccc1,not biofuel,CCC(C)(C)c1ccccc1,148.24899999999997,148.125200512,148.24899999999997,148.24899999999997,148.24899999999997,148.24899999999997,148.24899999999997,148.24899999999997,148.24899999999997
n-Decylbenzene,CCCCCCCCCCc1ccccc1,not biofuel,CCCCCCCCCCc1ccccc1,218.38400000000001,218.203450832,218.38400000000001,218.38400000000001,218.38400000000001,218.38400000000001,218.38400000000001,218.38400000000001,218.38400000000001
1-Methyl-4-(Trans-1-n-Propenyl)Benzene,CC=Cc1ccc(C)cc1,not biofuel,CC=Cc1ccc(C)cc1,132.206,132.093900384,132.206,132.206,132.206,132.206,132.206,132.206,132.206
1-Methyl-4-allylbenzene,C=CCc1ccc(C)cc1,not biofuel,C=CCc1ccc(C)cc1,132.20599999999996,132.093900384,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996
2-Phenyl-1-Butene,C=C(CC)c1ccccc1,not biofuel,C=C(CC)c1ccccc1,132.20599999999996,132.093900384,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996
"1,2,3,4-Tetrahydronaphthalene",c1ccc2c(c1)CCCC2,not biofuel,c1ccc2c(c1)CCCC2,132.206,132.093900384,132.206,132.206,132.206,132.206,132.206,132.206,132.206
2-Phenylpentane,CCCC(C)c1ccccc1,not biofuel,CCCC(C)c1ccccc1,148.249,148.125200512,148.249,148.249,148.249,148.249,148.249,148.249,148.249
tert-Amylbenzene,CCC(C)(C)c1ccccc1,not biofuel,CCC(C)(C)c1ccccc1,148.24899999999997,148.125200512,148.24899999999997,148.24899999999997,148.24899999999997,148.24899999999997,148.24899999999997,148.24899999999997,148.24899999999997
n-Decylbenzene,CCCCCCCCCCc1ccccc1,not biofuel,CCCCCCCCCCc1ccccc1,218.38400000000001,218.203450832,218.38400000000001,218.38400000000001,218.38400000000001,218.38400000000001,218.38400000000001,218.38400000000001,218.38400000000001
"1,4-Diethylbenzene",CCc1ccc(CC)cc1,not biofuel,CCc1ccc(CC)cc1,134.22199999999998,134.109550448,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998
"1,2-Dimethyl-3-ethylbenzene",CCc1cccc(C)c1C,not biofuel,CCc1cccc(C)c1C,134.22199999999998,134.109550448,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998
"1,3-Dimethyl-4-ethylbenzene",CCc1ccc(C)cc1C,not biofuel,CCc1ccc(C)cc1C,134.22199999999998,134.109550448,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998
"1,3-Dimethyl-5-ethylbenzene",CCc1cc(C)cc(C)c1,not biofuel,CCc1cc(C)cc(C)c1,134.22199999999998,134.109550448,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998
Indane (hydrindene),c1ccc2c(c1)CCC2,not biofuel,c1ccc2c(c1)CCC2,118.17899999999999,118.07825032,118.17899999999999,118.17899999999999,118.17899999999999,118.17899999999999,118.17899999999999,118.17899999999999,118.17899999999999
cis-1-Propenylbenzene,CC=Cc1ccccc1,not biofuel,CC=Cc1ccccc1,118.17899999999996,118.07825032,118.17899999999996,118.17899999999996,118.17899999999996,118.17899999999996,118.17899999999996,118.17899999999996,118.17899999999996
trans-1-Propenylbenzene,CC=Cc1ccccc1,not biofuel,CC=Cc1ccccc1,118.17899999999996,118.07825032,118.17899999999996,118.17899999999996,118.17899999999996,118.17899999999996,118.17899999999996,118.17899999999996,118.17899999999996
2-Phenylpropene,C=C(C)c1ccccc1,not biofuel,C=C(C)c1ccccc1,118.17899999999995,118.07825032,118.17899999999995,118.17899999999995,118.17899999999995,118.17899999999995,118.17899999999995,118.17899999999995,118.17899999999995
sec-Butylbenzene,CCC(C)c1ccccc1,not biofuel,CCC(C)c1ccccc1,134.22199999999998,134.109550448,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998,134.22199999999998
"1,4-Cyclohexadiene",C1=CCC=CC1,not biofuel,C1=CCC=CC1,80.13,80.062600256,80.13,80.13,80.13,80.13,80.13,80.13,80.13
"2-Methyl-1,5-Hexadiene",C=CCCC(=C)C,not biofuel,C=CCCC(=C)C,96.17299999999999,96.093900384,96.17299999999999,96.17299999999999,96.17299999999999,96.17299999999999,96.17299999999999,96.17299999999999,96.17299999999999
"2-Methyl-2,4-Hexadiene",CC=CC=C(C)C,not biofuel,CC=CC=C(C)C,96.173,96.093900384,96.173,96.173,96.173,96.173,96.173,96.173,96.173
"1-Methyl-1,4-cyclohexadiene",CC1=CCC=CC1,not biofuel,CC1=CCC=CC1,94.157,94.07825032,94.157,94.157,94.157,94.157,94.157,94.157,94.157
"2,5-Dimethyl-1,5-hexadiene",C=C(C)CCC(=C)C,not biofuel,C=C(C)CCC(=C)C,110.19999999999999,110.109550448,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999
"2,5-Dimethyl-2,4-hexadiene",CC(C)=CC=C(C)C,not biofuel,CC(C)=CC=C(C)C,110.19999999999999,110.109550448,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999
"2,6-Octadiene",CC=CCCC=CC,not biofuel,CC=CCCC=CC,110.19999999999999,110.109550448,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999
"2,6-Dimethyl-1,5-Heptadiene",C=C(C)CCC=C(C)C,not biofuel,C=C(C)CCC=C(C)C,124.22699999999998,124.12520051199999,124.22699999999998,124.22699999999998,124.22699999999998,124.22699999999998,124.22699999999998,124.22699999999998,124.22699999999998
Dicyclopentadiene,C1=CC2C3C=CC(C3)C2C1,not biofuel,C1=CC2C3C=CC(C3)C2C1,132.20599999999996,132.093900384,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996,132.20599999999996
"4-Ethynyl-4-vinyl-1,6-heptadiene",C#CC(C=C)(CC=C)CC=C,not biofuel,C#CC(C=C)(CC=C)CC=C,146.233,146.109550448,146.233,146.233,146.233,146.233,146.233,146.233,146.233
1-Ethylcyclopentene,CCC1=CCCC1,not biofuel,CCC1=CCCC1,96.173,96.093900384,96.173,96.173,96.173,96.173,96.173,96.173,96.173
3-Ethylcyclopentene,CCC1C=CCC1,not biofuel,CCC1C=CCC1,96.173,96.093900384,96.173,96.173,96.173,96.173,96.173,96.173,96.173
Cycloheptene,C1=CCCCCC1,not biofuel,C1=CCCCCC1,96.173,96.093900384,96.173,96.173,96.173,96.173,96.173,96.173,96.173
"1,5,5-Trimethylcyclopentene",CC1=CCCC1(C)C,not biofuel,CC1=CCCC1(C)C,110.2,110.109550448,110.2,110.2,110.2,110.2,110.2,110.2,110.2
1-Propylcyclopentene,CCCC1=CCCC1,not biofuel,CCCC1=CCCC1,110.19999999999999,110.109550448,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999,110.19999999999999
1-Ethylcyclohexene,CCC1=CCCCC1,not biofuel,CCC1=CCCCC1,110.2,110.109550448,110.2,110.2,110.2,110.2,110.2,110.2,110.2
1-Methylcycloheptene,CC1=CCCCCC1,not biofuel,CC1=CCCCCC1,110.20000000000002,110.109550448,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002
Propadiene,C=C=C,not biofuel,C=C=C,40.06499999999999,40.031300128,40.06499999999999,40.06499999999999,40.06499999999999,40.06499999999999,40.06499999999999,40.06499999999999,40.06499999999999
"1,2-Butadiene",C=C=CC,not biofuel,C=C=CC,54.092,54.046950192,54.092,54.092,54.092,54.092,54.092,54.092,54.092
"3-Methyl-1,2-butadiene",C=C=C(C)C,not biofuel,C=C=C(C)C,68.11899999999999,68.062600256,68.11899999999999,68.11899999999999,68.11899999999999,68.11899999999999,68.11899999999999,68.11899999999999,68.11899999999999
"1,2-Pentadiene",C=C=CCC,not biofuel,C=C=CCC,68.119,68.062600256,68.119,68.119,68.119,68.119,68.119,68.119,68.119
"1,4-Pentadiene",C=CCC=C,not biofuel,C=CCC=C,68.119,68.062600256,68.119,68.119,68.119,68.119,68.119,68.119,68.119
"2,3-Pentadiene",CC=C=CC,not biofuel,CC=C=CC,68.119,68.062600256,68.119,68.119,68.119,68.119,68.119,68.119,68.119
3-Ethyl-4-methyl-2-pentene,CC=C(CC)C(C)C,not biofuel,CC=C(CC)C(C)C,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
"2,3,4-Trimethyl-2-pentene",CC(C)=C(C)C(C)C,not biofuel,CC(C)=C(C)C(C)C,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
"3,4,4-Trimethyl-2-pentene",CC=C(C)C(C)(C)C,not biofuel,CC=C(C)C(C)(C)C,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
"2-Ethyl-3,3-dimethyl-1-butene",C=C(CC)C(C)(C)C,not biofuel,C=C(CC)C(C)(C)C,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
Cyclopropene,C1=CC1,not biofuel,C1=CC1,40.06499999999999,40.031300128,40.06499999999999,40.06499999999999,40.06499999999999,40.06499999999999,40.06499999999999,40.06499999999999,40.06499999999999
Cyclobutene,C1=CCC1,not biofuel,C1=CCC1,54.09199999999999,54.046950192,54.09199999999999,54.09199999999999,54.09199999999999,54.09199999999999,54.09199999999999,54.09199999999999,54.09199999999999
3-Ethyl-2-methyl-1-pentene,C=C(C)C(CC)CC,not biofuel,C=C(C)C(CC)CC,112.216,112.12520051199999,112.216,112.216,112.216,112.216,112.216,112.216,112.216
3-Ethyl-4-methyl-1-pentene,C=CC(CC)C(C)C,not biofuel,C=CC(CC)C(C)C,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
"2,3,3-Trimethyl-1-pentene",C=C(C)C(C)(C)CC,not biofuel,C=C(C)C(C)(C)CC,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
"2,3,4-trimethyl-1-pentene",C=C(C)C(C)C(C)C,not biofuel,C=C(C)C(C)C(C)C,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
"2,4,4-Trimethyl-1-pentene",C=C(C)CC(C)(C)C,not biofuel,C=C(C)CC(C)(C)C,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
"3,3,4-trimethyl-1-pentene",C=CC(C)(C)C(C)C,not biofuel,C=CC(C)(C)C(C)C,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
"3,4,4-trimethyl-1-pentene",C=CC(C)C(C)(C)C,not biofuel,C=CC(C)C(C)(C)C,112.21599999999998,112.12520051199999,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998,112.21599999999998
"2,4,4-Trimethyl-2-pentene",CC(C)=CC(C)(C)C,not biofuel,CC(C)=CC(C)(C)C,112.216,112.12520051199999,112.216,112.216,112.216,112.216,112.216,112.216,112.216
2-methylheptane,CCCCCC(C)C,not biofuel,CCCCCC(C)C,114.23199999999999,114.14085057599999,114.23199999999999,114.23199999999999,114.23199999999999,114.23199999999999,114.23199999999999,114.23199999999999,114.23199999999999
3-methylheptane,CCCCC(C)CC,not biofuel,CCCCC(C)CC,114.23199999999999,114.14085057599999,114.23199999999999,114.23199999999999,114.23199999999999,114.23199999999999,114.23199999999999,114.23199999999999,114.23199999999999
4-methylheptane,CCCC(C)CCC,not biofuel,CCCC(C)CCC,114.232,114.14085057599999,114.232,114.232,114.232,114.232,114.232,114.232,114.232
n-heptane,CCCCCCC,not biofuel,CCCCCCC,100.205,100.12520051199999,100.205,100.205,100.205,100.205,100.205,100.205,100.205
n-hexane,CCCCCC,not biofuel,CCCCCC,86.178,86.109550448,86.178,86.178,86.178,86.178,86.178,86.178,86.178
3-Ethylhexane,CCCC(CC)CC,not biofuel,CCCC(CC)CC,114.232,114.14085057599999,114.232,114.232,114.232,114.232,114.232,114.232,114.232
2-Methyloctane,CCCCCCC(C)C,not biofuel,CCCCCCC(C)C,128.259,128.15650064,128.259,128.259,128.259,128.259,128.259,128.259,128.259
"2,2-Dimethylheptane",CCCCCC(C)(C)C,not biofuel,CCCCCC(C)(C)C,128.259,128.15650064,128.259,128.259,128.259,128.259,128.259,128.259,128.259
"2,2-dimethyloctane",CCCCCCC(C)(C)C,not biofuel,CCCCCCC(C)(C)C,142.286,142.172150704,142.286,142.286,142.286,142.286,142.286,142.286,142.286
cycloheptane,C1CCCCCC1,not biofuel,C1CCCCCC1,98.18900000000001,98.109550448,98.18900000000001,98.18900000000001,98.18900000000001,98.18900000000001,98.18900000000001,98.18900000000001,98.18900000000001
n-Propylcyclopentane,CCCC1CCCC1,not biofuel,CCCC1CCCC1,112.21600000000001,112.12520051199999,112.21600000000001,112.21600000000001,112.21600000000001,112.21600000000001,112.21600000000001,112.21600000000001,112.21600000000001
